# Tetrahedron method
       -0.4749933512        0.0000000000
       -0.3963068126        0.0000000000
       -0.3176202740        0.0000000000
       -0.2389337353        0.0000000000
       -0.1602471967        0.0000000000
       -0.0815606580        0.0000000000
       -0.0028741194        0.0000000000
        0.0758124193        0.0000000000
        0.1544989579        0.0000000000
        0.2331854966        0.0000000000
        0.3118720352        0.0000000000
        0.3905585738        0.0000000000
        0.4692451125        0.0000000000
        0.5479316511        0.0000000000
        0.6266181898        0.0000000000
        0.7053047284        0.0000000000
        0.7839912671        0.0000000000
        0.8626778057        0.0502653658
        0.9413643443        0.0983986098
        1.0200508830        0.1010786747
        1.0987374216        0.1037587395
        1.1774239603        0.1064388044
        1.2561104989        0.1091188693
        1.3347970376        0.1117989342
        1.4134835762        0.1144789991
        1.4921701149        0.1498377083
        1.5708566535        0.1543016894
        1.6495431921        0.1597727707
        1.7282297308        0.1654295133
        1.8069162694        0.1710862559
        1.8856028081        0.1767429985
        1.9642893467        0.1823997411
        2.0429758854        0.1880564837
        2.1216624240        0.1937132263
        2.2003489627        0.1993699689
        2.2790355013        0.2056420517
        2.3577220399        0.2136889797
        2.4364085786        0.2231230373
        2.5150951172        0.2339109104
        2.5937816559        0.2443079198
        2.6724681945        0.2524208740
        2.7511547332        0.2598581835
        2.8298412718        0.2672954930
        2.9085278105        0.2747328026
        2.9872143491        0.2821701121
        3.0659008877        0.2896074217
        3.1445874264        0.3031290970
        3.2232739650        0.3127601658
        3.3019605037        0.3213945633
        3.3806470423        0.3300289609
        3.4593335810        0.3386633584
        3.5380201196        0.3472977559
        3.6167066583        0.3583982258
        3.6953931969        0.3702731424
        3.7740797355        0.3867801184
        3.8527662742        0.4058843385
        3.9314528128        0.4267329383
        4.0101393515        0.4475251540
        4.0888258901        0.4673562260
        4.1675124288        0.4870937949
        4.2461989674        0.5068313637
        4.3248855061        0.5248030885
        4.4035720447        0.5454938987
        4.4822585833        0.5720596605
        4.5609451220        0.5975177672
        4.6396316606        0.6372146208
        4.7183181993        0.6834315189
        4.7970047379        0.7129899203
        4.8756912766        0.8428802921
        4.9543778152        0.9644158189
        5.0330643538        1.1019789994
        5.1117508925        0.8160259477
        5.1904374311        0.8211811251
        5.2691239698        0.8362466375
        5.3478105084        0.9326493534
        5.4264970471        0.9834850697
        5.5051835857        1.0408219687
        5.5838701244        1.2245883274
        5.6625566630        1.1950014393
        5.7412432016        1.2423002533
        5.8199297403        1.3827580835
        5.8986162789        0.9266538453
        5.9773028176        0.6245693818
        6.0559893562        0.6081527606
        6.1346758949        0.6210277133
        6.2133624335        0.7515559724
        6.2920489722        0.5107144493
        6.3707355108        0.5354568604
        6.4494220494        0.6160403164
        6.5281085881        0.7393423870
        6.6067951267        1.0284540334
        6.6854816654        1.7678547196
        6.7641682040        0.4322932403
        6.8428547427        0.2965607706
        6.9215412813        0.1608283008
        7.0002278200        0.0250958310
        7.0789143586        0.0000000000
        7.1576008972        0.0000000000
        7.2362874359        0.0000000000
        7.3149739745        0.0000000000
        7.3936605132        0.0000000000
        7.4723470518        0.0000000000
        7.5510335905        0.0000000000
        7.6297201291        0.0000000000
        7.7084066678        0.0000000000
        7.7870932064        0.0000000000
        7.8657797450        0.0000000000
        7.9444662837        0.0000000000
        8.0231528223        0.0000000000
        8.1018393610        0.0000000000
        8.1805258996        0.0000000000
        8.2592124383        0.0000000000
        8.3378989769        0.0000000000
        8.4165855156        0.0000000000
        8.4952720542        0.3933339213
        8.5739585928        0.5462043490
        8.6526451315        0.6007295619
        8.7313316701        0.5673509186
        8.8100182088        0.6222689516
        8.8887047474        0.6526364914
        8.9673912861        0.7177937380
        9.0460778247        0.7809638154
        9.1247643633        0.8284434519
        9.2034509020        0.9351054398
        9.2821374406        1.0993002347
        9.3608239793        1.5607767291
        9.4395105179        1.2183783546
        9.5181970566        1.1357622103
        9.5968835952        1.0825702446
        9.6755701339        1.0409678906
        9.7542566725        1.2779313758
        9.8329432111        0.3224825510
        9.9116297498        0.4877341164
        9.9903162884        0.6332251319
       10.0690028271        4.3238132341
       10.1476893657        3.1896976155
       10.2263759044        1.8848550824
       10.3050624430        0.0000000000
       10.3837489817        0.0000000000
       10.4624355203        0.0826145284
       10.5411220589        0.4207441010
       10.6198085976        0.6246045859
       10.6984951362        0.9522123876
       10.7771816749        3.4086059466
       10.8558682135        2.9860999127
       10.9345547522        1.7881707901
       11.0132412908        1.3497224303
       11.0919278295        0.5241282692
       11.1706143681        0.2899678186
       11.2493009067        5.5310131495
       11.3279874454        4.5983263780
       11.4066739840        3.7179460742
       11.4853605227        0.0000000000
       11.5640470613        0.0000000000
       11.6427336000        0.0123457721
       11.7214201386        0.9591505284
       11.8001066773        1.0886361085
       11.8787932159        1.3570626119
       11.9574797545        1.5778937295
       12.0361662932        1.1543339089
       12.1148528318        1.5592280044
       12.1935393705        3.8505343451
       12.2722259091        4.1443669652
       12.3509124478        2.9908482573
       12.4295989864        0.7087235810
       12.5082855250        0.6011420805
       12.5869720637        0.5007355873
       12.6656586023        0.3827465387
       12.7443451410        0.2881638897
       12.8230316796        0.2746093425
       12.9017182183        0.2610547953
       12.9804047569        0.2475002481
       13.0590912956        0.2339457009
       13.1377778342        0.2241213681
       13.2164643728        0.2165508270
       13.2951509115        0.2089802859
       13.3738374501        0.2051058143
       13.4525239888        0.2081053417
       13.5312105274        0.2041402374
       13.6098970661        0.1941266473
       13.6885836047        0.1841130573
       13.7672701434        0.1740994672
       13.8459566820        0.1796095390
       13.9246432206        0.1920774245
       14.0033297593        0.0000000000
