21 0.16657534  -60.620011 -34.869878 -34.461529 -34.461529 -14.367514 -13.155688 -5.8293283 -2.218226 -2.1229811 -2.122981 -0.9152067 -0.91520636 -0.49702922 3.2811514 3.2811518 3.3520068 3.3520069 5.4095508 5.4373954 6.5457664 6.9763717 7.8576599 9.188335
22 0.17073973  -60.620011 -34.869878 -34.461529 -34.461529 -14.367514 -13.155688 -5.8293283 -2.218226 -2.1229811 -2.122981 -0.9152067 -0.91520636 -0.49702923 3.2811514 3.2811518 3.3520068 3.3520069 5.4071895 5.4399758 6.5445111 6.977708 7.8576234 9.1883352
23 0.17490411  -60.620011 -34.869878 -34.461529 -34.461529 -14.367514 -13.155688 -5.8293283 -2.218226 -2.1229811 -2.122981 -0.9152067 -0.91520636 -0.49702924 3.2811514 3.2811518 3.3520068 3.3520069 5.4017264 5.446092 6.5408149 6.9816452 7.8575145 9.188336
24 0.17906849  -60.620011 -34.869878 -34.461529 -34.461529 -14.367514 -13.155688 -5.8293282 -2.218226 -2.1229811 -2.122981 -0.9152067 -0.91520636 -0.49702927 3.2811514 3.2811518 3.3520068 3.3520069 5.3951257 5.4537681 6.5348746 6.9879803 7.8573343 9.1883372
25 0.18323288  -60.620011 -34.869878 -34.461529 -34.461529 -14.367514 -13.155688 -5.8293283 -2.218226 -2.1229811 -2.122981 -0.9152067 -0.91520636 -0.4970293 3.2811514 3.2811518 3.3520068 3.3520069 5.3882419 5.4621293 6.5269836 6.9964097 7.8570855 9.1883388
26 0.18739726  -60.620011 -34.869878 -34.461529 -34.461529 -14.367514 -13.155688 -5.8293283 -2.218226 -2.1229811 -2.122981 -0.9152067 -0.91520636 -0.49702934 3.2811514 3.2811518 3.3520068 3.3520069 5.3814147 5.4708078 6.5174928 7.0065689 7.8567713 9.1883411
27 0.19156164  -60.620011 -34.869878 -34.461529 -34.461529 -14.367514 -13.155688 -5.8293283 -2.218226 -2.1229811 -2.122981 -0.9152067 -0.91520636 -0.4970294 3.2811514 3.2811518 3.3520068 3.3520069 5.3748016 5.4796104 6.5067751 7.0180678 7.8563964 9.1883441
28 0.19572603  -60.620011 -34.869878 -34.461529 -34.461529 -14.367514 -13.155688 -5.8293282 -2.2182259 -2.1229811 -2.122981 -0.9152067 -0.91520635 -0.49702945 3.2811514 3.2811518 3.3520068 3.3520069 5.3684883 5.4884072 6.4951985 7.0305184 7.8559667 9.1883482
29 0.19989041  -60.620011 -34.869878 -34.461529 -34.461529 -14.367514 -13.155688 -5.8293283 -2.2182259 -2.1229811 -2.122981 -0.9152067 -0.91520635 -0.49702951 3.2811514 3.2811518 3.3520068 3.3520069 5.3625287 5.4970931 6.4831109 7.0435503 7.8554897 9.1883531
30 0.20405479  -60.620011 -34.869878 -34.461529 -34.461529 -14.367514 -13.155688 -5.8293283 -2.2182259 -2.1229811 -2.122981 -0.9152067 -0.91520635 -0.49702958 3.2811514 3.2811518 3.3520068 3.3520069 5.3569599 5.505572 6.470832 7.0568197 7.8549742 9.1883592
31 0.20821918  -60.620011 -34.869878 -34.461529 -34.461529 -14.367514 -13.155688 -5.8293282 -2.2182259 -2.1229811 -2.122981 -0.91520669 -0.91520635 -0.49702963 3.2811514 3.2811518 3.3520068 3.3520069 5.3518097 5.5137509 6.4586515 7.0700114 7.8544308 9.1883672
32 0.21238356  -60.620011 -34.869878 -34.461529 -34.461529 -14.367514 -13.155688 -5.8293282 -2.2182259 -2.1229811 -2.122981 -0.91520669 -0.91520634 -0.4970297 3.2811514 3.2811518 3.3520068 3.3520069 5.3470995 5.521537 6.4468306 7.0828388 7.8538716 9.188377
33 0.21654795  -60.620011 -34.869878 -34.461529 -34.461529 -14.367514 -13.155688 -5.8293282 -2.2182259 -2.1229811 -2.122981 -0.91520669 -0.91520634 -0.49702976 3.2811514 3.2811518 3.3520068 3.3520069 5.3428467 5.5288373 6.4356037 7.0950422 7.8533104 9.188389
34 0.22071233  -60.620011 -34.869878 -34.461529 -34.461529 -14.367514 -13.155688 -5.8293282 -2.2182259 -2.1229811 -2.122981 -0.91520668 -0.91520634 -0.49702982 3.2811514 3.2811518 3.3520068 3.3520069 5.3390653 5.5355591 6.425181 7.1063872 7.852762 9.1884042
35 0.22487671  -60.620011 -34.869878 -34.461529 -34.461529 -14.367514 -13.155688 -5.8293282 -2.2182258 -2.1229811 -2.122981 -0.91520668 -0.91520634 -0.49702987 3.2811514 3.2811518 3.3520068 3.3520069 5.335767 5.5416115 6.41575 7.1166643 7.8522422 9.1884227
36 0.2290411  -60.620011 -34.869878 -34.461529 -34.461529 -14.367514 -13.155688 -5.8293282 -2.2182258 -2.1229811 -2.122981 -0.91520668 -0.91520634 -0.49702992 3.2811514 3.2811518 3.3520068 3.3520069 5.3329612 5.5469071 6.407476 7.1256883 7.8517671 9.1884446
37 0.23320548  -60.620011 -34.869878 -34.461529 -34.461529 -14.367514 -13.155688 -5.8293282 -2.2182258 -2.1229811 -2.122981 -0.91520668 -0.91520634 -0.49702997 3.2811514 3.2811518 3.3520068 3.3520069 5.3306556 5.5513653 6.4005023 7.1332987 7.8513525 9.1884705
38 0.23736986  -60.620011 -34.869878 -34.461529 -34.461529 -14.367514 -13.155688 -5.8293282 -2.2182258 -2.1229811 -2.122981 -0.91520668 -0.91520634 -0.49703 3.2811514 3.2811518 3.3520068 3.3520069 5.3288563 5.5549143 6.3949492 7.1393614 7.8510127 9.1884988
39 0.24153425  -60.620011 -34.869878 -34.461529 -34.461529 -14.367514 -13.155688 -5.8293282 -2.2182258 -2.1229811 -2.122981 -0.91520668 -0.91520634 -0.49703003 3.2811514 3.2811518 3.3520068 3.3520069 5.3275679 5.5574946 6.3909124 7.1437698 7.8507603 9.188526
40 0.24569863  -60.620011 -34.869878 -34.461529 -34.461529 -14.367514 -13.155688 -5.8293282 -2.2182258 -2.1229811 -2.122981 -0.91520669 -0.91520635 -0.49703005 3.2811514 3.2811518 3.3520068 3.3520069 5.3267936 5.5590614 6.3884619 7.1464463 7.8506048 9.1885462
41 0.24986301  -60.620011 -34.869878 -34.461529 -34.461529 -14.367514 -13.155688 -5.8293282 -2.2182258 -2.1229811 -2.122981 -0.91520669 -0.91520635 -0.49703005 3.2811514 3.2811518 3.3520068 3.3520069 5.3265352 5.5595868 6.3876403 7.1473437 7.8505523 9.1885539
42 0.28345547  -60.619452 -34.868862 -34.466441 -34.462628 -14.352628 -13.148529 -5.8115618 -2.2538293 -2.1580211 -2.1073177 -0.94067803 -0.90411411 -0.49587973 3.2525764 3.2965997 3.3049122 3.3351709 5.3504302 5.5778109 6.4151246 7.2060649 7.8681665 9.2384078
43 0.31704793  -60.617794 -34.865847 -34.480952 -34.46593 -14.308214 -13.127163 -5.7590471 -2.3529058 -2.2595581 -2.0608804 -1.0187227 -0.8762506 -0.49384125 3.1453858 3.1763427 3.2855047 3.3740969 5.4177126 5.632357 6.4904804 7.3774731 7.9216124 9.2933944
44 0.35064039  -60.615089 -34.860928 -34.504407 -34.471445 -14.234995 -13.091929 -5.6741837 -2.4977806 -2.417729 -1.985471 -1.1528723 -0.84305421 -0.49511907 2.932399 3.0757388 3.2058904 3.4826998 5.5207268 5.7227744 6.6014713 7.6414023 8.0146899 9.3829688
45 0.38423284  -60.611424 -34.854262 -34.535755 -34.479191 -14.134165 -13.043394 -5.5611502 -2.6697813 -2.6184634 -1.8846374 -1.345276 -0.81486338 -0.50642505 2.6935971 2.9769505 3.1022573 3.6216325 5.655043 5.848152 6.7416625 7.9441932 8.1706939 9.5078125
46 0.4178253  -60.606915 -34.846058 -34.573614 -34.489185 -14.007374 -12.982352 -5.4262703 -2.8535468 -2.845515 -1.7647711 -1.5934883 -0.7986828 -0.5356867 2.4588713 2.9002409 2.9850816 3.7799261 5.819491 6.0070529 6.9101212 8.1790526 8.4567669 9.6684413
47 0.45141776  -60.601705 -34.836573 -34.616343 -34.501441 -13.856727 -12.909836 -5.2787755 -3.0814366 -3.037712 -1.8891755 -1.6374985 -0.79911828 -0.58813928 2.2493745 2.8565769 2.8708992 3.9460446 6.0140893 6.1975697 7.1076618 8.366133 8.8071247 9.859314
48 0.48501022  -60.595954 -34.8261 -34.662132 -34.515961 -13.684786 -12.827115 -5.1322964 -3.3069704 -3.2148118 -2.2188659 -1.5250281 -0.81954389 -0.65770732 2.0756982 2.7822705 2.8485601 4.1090737 6.2387294 6.4174725 7.3349069 8.5568846 9.1217125 10.03092
49 0.51860267  -60.58984 -34.814961 -34.709088 -34.532731 -13.494611 -12.735709 -5.0071775 -3.4989621 -3.3820757 -2.5648628 -1.4686357 -0.86258504 -0.71508157 1.9399248 2.7429234 2.8729738 4.2597677 6.492619 6.664404 7.5916777 8.7553519 9.3488622 10.109251
50 0.55219513  -60.583546 -34.803489 -34.755324 -34.551713 -13.289811 -12.63739 -4.9308511 -3.6298335 -3.5451377 -2.9030665 -1.5163189 -0.93004529 -0.71905155 1.8447528 2.7674073 2.922891 4.3916603 6.7740189 6.9360555 7.8768223 8.9466582 9.4475964 10.061808
51 0.58578759  -60.577254 -34.799038 -34.792019 -34.572835 -13.074629 -12.5342 -4.9258526 -3.7273732 -3.6791815 -3.1944068 -1.6668255 -1.0226024 -0.67303415 1.8004849 2.8538654 2.9886567 4.5024443 7.0799344 7.2302164 8.188108 9.0616268 9.4549936 10.059553
52 0.61938005  -60.571143 -34.838582 -34.780874 -34.595991 -12.854031 -12.428454 -4.9859511 -3.9646757 -3.6569517 -3.3901906 -1.8791521 -1.1395307 -0.6136968 1.819091 2.9868334 3.0581225 4.5953753 7.405402 7.544582 8.5212631 8.9630304 9.5620977 10.084526
53 0.6529725  -60.565375 -34.872528 -34.770353 -34.621026 -12.633773 -12.322744 -5.0784847 -4.2499897 -3.5998193 -3.4873783 -2.1224727 -1.2785866 -0.55738249 1.9020896 3.1171787 3.1440548 4.6796186 7.74122 7.876163 8.7162185 8.8920895 9.7407373 10.149217
54 0.68656496  -60.560093 -34.89971 -34.76072 -34.647739 -12.42038 -12.219927 -5.1702262 -4.543668 -3.5433415 -3.517993 -2.3808073 -1.4360801 -0.49695921 2.0353391 3.1519923 3.301686 4.7678757 8.0584325 8.2198976 8.4833693 9.2523858 9.91159 10.264236
55 0.72015742  -60.555417 -34.919271 -34.752192 -34.67587 -12.220966 -12.123071 -5.2378621 -4.8196471 -3.5098234 -3.5028385 -2.6444376 -1.607054 -0.41850152 2.1927708 3.1534105 3.4392888 4.8708344 8.1144283 8.4884443 8.5701067 9.6229316 9.9960766 10.281983
56 0.75374988  -60.551435 -34.930694 -34.744933 -34.705095 -12.042786 -12.035346 -5.2660729 -5.0642789 -3.5121422 -3.4528155 -2.9020179 -1.7854309 -0.31491288 2.3419693 3.1210077 3.5466468 4.9914392 7.9141608 8.69851 8.9100995 9.8015003 10.077704 10.282789
57 0.78734233  -60.548205 -34.933843 -34.739047 -34.735001 -11.959846 -11.892482 -5.2694507 -5.2451705 -3.5669139 -3.376356 -3.1294156 -1.9639137 -0.19082934 2.4495884 3.0631357 3.6288864 5.1232818 7.7381897 8.7246774 9.228705 9.8186052 10.303344 10.358977
58 0.82093479  -60.545751 -34.929027 -34.765029 -34.734579 -11.899277 -11.775142 -5.4300438 -5.1710578 -3.7030226 -3.2846806 -3.2832159 -2.1332827 -0.061008404 2.4936656 2.9933428 3.6997514 5.2532265 7.6277213 8.5584492 9.511544 9.9748667 10.309682 10.547987
59 0.85452725  -60.544065 -34.917228 -34.794248 -34.731511 -11.855638 -11.693378 -5.5433465 -5.0482528 -3.9055889 -3.3649992 -3.1876062 -2.2804353 0.05366104 2.4811427 2.9266246 3.7633443 5.3650324 7.6029052 8.3301293 9.7411245 10.095369 10.314357 10.846221
60 0.88811971  -60.543106 -34.90115 -34.820299 -34.729767 -11.829859 -11.64685 -5.6091489 -4.9018171 -4.1062671 -3.4067288 -3.1118623 -2.3850272 0.13148338 2.4469703 2.8773327 3.8089796 5.4422126 7.6746562 8.0968036 9.8918622 10.14943 10.318705 11.163171
61 0.92171216  -60.542806 -34.890901 -34.833692 -34.729222 -11.821572 -11.63242 -5.630019 -4.8191054 -4.2044194 -3.4225311 -3.0831735 -2.4226476 0.15811964 2.4297652 2.8583448 3.8252031 5.4704381 7.8014484 7.9163805 9.9423699 10.164357 10.320846 11.304814
62 0.98889708  -60.544065 -34.917228 -34.794248 -34.731511 -11.855638 -11.693378 -5.5433465 -5.0482528 -3.9055889 -3.3649992 -3.1876062 -2.2804353 0.05366104 2.4811427 2.9266246 3.7633443 5.3650324 7.6029052 8.3301293 9.7411245 10.095369 10.314357 10.846221
63 1.056082  -60.548205 -34.933843 -34.739047 -34.735001 -11.959846 -11.892482 -5.2694507 -5.2451705 -3.5669139 -3.376356 -3.1294156 -1.9639137 -0.19082934 2.4495884 3.0631357 3.6288864 5.1232818 7.7381897 8.7246774 9.228705 9.8186052 10.303344 10.358977
64 1.1232669  -60.555417 -34.919271 -34.752192 -34.67587 -12.220966 -12.123071 -5.2378621 -4.8196471 -3.5098234 -3.5028385 -2.6444376 -1.607054 -0.41850152 2.1927708 3.1534105 3.4392888 4.8708344 8.1144283 8.4884443 8.5701067 9.6229316 9.9960766 10.281983
65 1.1904518  -60.565375 -34.872528 -34.770353 -34.621026 -12.633773 -12.322744 -5.0784847 -4.2499897 -3.5998193 -3.4873783 -2.1224727 -1.2785866 -0.55738249 1.9020896 3.1171787 3.1440548 4.6796186 7.74122 7.876163 8.7162185 8.8920895 9.7407373 10.149217
66 1.2576367  -60.577254 -34.799038 -34.792019 -34.572835 -13.074629 -12.5342 -4.9258526 -3.7273732 -3.6791815 -3.1944068 -1.6668255 -1.0226024 -0.67303415 1.8004849 2.8538654 2.9886567 4.5024443 7.0799344 7.2302164 8.188108 9.0616268 9.4549936 10.059553
67 1.3248217  -60.58984 -34.814961 -34.709088 -34.532731 -13.494611 -12.735709 -5.0071775 -3.4989621 -3.3820757 -2.5648628 -1.4686357 -0.86258504 -0.71508157 1.9399248 2.7429234 2.8729738 4.2597677 6.492619 6.664404 7.5916777 8.7553519 9.3488622 10.109261
68 1.3920066  -60.601705 -34.836573 -34.616343 -34.501441 -13.856727 -12.909836 -5.2787755 -3.0814366 -3.037712 -1.8891755 -1.6374985 -0.79911828 -0.58813928 2.2493745 2.8565769 2.8708992 3.9460446 6.0140893 6.1975697 7.1076618 8.3661329 8.8071247 9.859314
69 1.4591915  -60.611424 -34.854262 -34.535755 -34.479191 -14.134165 -13.043394 -5.5611502 -2.6697813 -2.6184634 -1.8846374 -1.345276 -0.81486338 -0.50642505 2.6935971 2.9769505 3.1022573 3.6216325 5.655043 5.848152 6.7416625 7.9441932 8.1706939 9.5078125
70 1.5263764  -60.617794 -34.865847 -34.480952 -34.46593 -14.308214 -13.127163 -5.7590471 -2.3529058 -2.2595581 -2.0608804 -1.0187227 -0.8762506 -0.49384125 3.1453858 3.1763427 3.2855047 3.3740969 5.4177126 5.632357 6.4904804 7.3774731 7.9216124 9.2933944
71 1.5935613  -60.620011 -34.869878 -34.461529 -34.461529 -14.367514 -13.155688 -5.8293282 -2.2182258 -2.1229811 -2.122981 -0.91520669 -0.91520635 -0.49703005 3.2811514 3.2811518 3.3520068 3.3520069 5.3265352 5.5595868 6.3876403 7.1473437 7.8505523 9.1885539
72 1.6607462  -60.617794 -34.865847 -34.480952 -34.46593 -14.308214 -13.127163 -5.7590471 -2.3529058 -2.2595581 -2.0608804 -1.0187227 -0.8762506 -0.49384125 3.1453858 3.1763427 3.2855047 3.3740969 5.4177126 5.632357 6.4904804 7.3774731 7.9216124 9.2933944
73 1.7279311  -60.611424 -34.854262 -34.535755 -34.479191 -14.134165 -13.043394 -5.5611502 -2.6697813 -2.6184634 -1.8846374 -1.345276 -0.81486338 -0.50642505 2.6935971 2.9769505 3.1022573 3.6216325 5.655043 5.848152 6.7416625 7.9441932 8.1706939 9.5078125
74 1.7951161  -60.601705 -34.836573 -34.616343 -34.501441 -13.856727 -12.909836 -5.2787755 -3.0814366 -3.037712 -1.8891755 -1.6374985 -0.79911828 -0.58813928 2.2493745 2.8565769 2.8708992 3.9460446 6.0140893 6.1975697 7.1076618 8.3661329 8.8071247 9.859314
75 1.862301  -60.58984 -34.814961 -34.709088 -34.532731 -13.494611 -12.735709 -5.0071775 -3.4989621 -3.3820757 -2.5648628 -1.4686357 -0.86258504 -0.71508157 1.9399248 2.7429234 2.8729738 4.2597677 6.492619 6.664404 7.5916777 8.7553519 9.3488622 10.109274
76 1.9294859  -60.577254 -34.799038 -34.792019 -34.572835 -13.074629 -12.5342 -4.9258526 -3.7273732 -3.6791815 -3.1944068 -1.6668255 -1.0226024 -0.67303415 1.8004849 2.8538654 2.9886567 4.5024443 7.0799344 7.2302164 8.188108 9.0616268 9.4549936 10.059553
77 1.9966708  -60.565375 -34.872528 -34.770353 -34.621026 -12.633773 -12.322744 -5.0784847 -4.2499897 -3.5998193 -3.4873783 -2.1224727 -1.2785866 -0.55738249 1.9020896 3.1171787 3.1440548 4.6796186 7.74122 7.876163 8.7162185 8.8920895 9.7407373 10.149217
78 2.0638557  -60.555417 -34.919271 -34.752192 -34.67587 -12.220966 -12.123071 -5.2378621 -4.8196471 -3.5098234 -3.5028385 -2.6444376 -1.607054 -0.41850152 2.1927708 3.1534105 3.4392888 4.8708344 8.1144283 8.4884443 8.5701067 9.6229316 9.9960766 10.281983
79 2.1310406  -60.548205 -34.933843 -34.739047 -34.735001 -11.959846 -11.892482 -5.2694507 -5.2451705 -3.5669139 -3.376356 -3.1294156 -1.9639137 -0.19082934 2.4495884 3.0631357 3.6288864 5.1232818 7.7381897 8.7246774 9.228705 9.8186052 10.303344 10.358977
80 2.1982255  -60.544065 -34.917228 -34.794248 -34.731511 -11.855638 -11.693378 -5.5433465 -5.0482528 -3.9055889 -3.3649992 -3.1876062 -2.2804353 0.05366104 2.4811427 2.9266246 3.7633443 5.3650324 7.6029052 8.3301293 9.7411245 10.095369 10.314357 10.846221
81 2.2654105  -60.542806 -34.890901 -34.833692 -34.729222 -11.821572 -11.63242 -5.630019 -4.8191054 -4.2044194 -3.4225311 -3.0831735 -2.4226476 0.15811964 2.4297652 2.8583448 3.8252031 5.4704381 7.8014484 7.9163805 9.9423699 10.164357 10.320846 11.304814
82 2.3320771  -60.544065 -34.917228 -34.794248 -34.731511 -11.855638 -11.693378 -5.5433465 -5.0482528 -3.9055889 -3.3649992 -3.1876062 -2.2804353 0.053661039 2.4811427 2.9266246 3.7633443 5.3650324 7.6029056 8.3301295 9.7410835 10.095393 10.314356 10.8468
83 2.3987438  -60.548205 -34.933843 -34.739047 -34.735001 -11.959846 -11.892482 -5.2694507 -5.2451705 -3.5669139 -3.376356 -3.1294156 -1.9639137 -0.19082934 2.4495884 3.0631357 3.6288864 5.1232816 7.7382012 8.7247798 9.2276243 9.8217376 10.30333 10.372119
84 2.4654105  -60.555417 -34.919271 -34.752192 -34.67587 -12.220966 -12.123071 -5.2378621 -4.8196471 -3.5098234 -3.5028385 -2.6444376 -1.607054 -0.41850152 2.1927709 3.1534104 3.4392888 4.8708335 8.1154486 8.4938001 8.5603771 9.652056 9.9546405 10.282498
85 2.5320771  -60.565375 -34.872528 -34.770353 -34.621026 -12.633773 -12.322744 -5.0784847 -4.2499897 -3.5998193 -3.4873783 -2.1224727 -1.2785866 -0.55738249 1.9020898 3.1171783 3.1440549 4.6796143 7.768735 7.8405861 8.7207434 8.9100359 9.7298455 10.132792
86 2.5987438  -60.577254 -34.799038 -34.792019 -34.572835 -13.074629 -12.5342 -4.9258526 -3.7273732 -3.6791815 -3.1944068 -1.6668255 -1.0226024 -0.67303414 1.8004855 2.8538657 2.9886551 4.5024317 7.1413907 7.154372 8.2390678 8.9705275 9.5157595 10.059435
87 2.6654105  -60.58984 -34.814961 -34.709088 -34.532731 -13.494611 -12.735709 -5.0071775 -3.4989621 -3.3820757 -2.5648628 -1.4686357 -0.86258509 -0.71508153 1.9399268 2.7429243 2.8729699 4.2597458 6.5529019 6.5850802 7.65662 8.5946525 9.5700906 10.038124
88 2.7320771  -60.601705 -34.836573 -34.616343 -34.501441 -13.856727 -12.909836 -5.2787755 -3.0814366 -3.0377121 -1.8891755 -1.6374985 -0.79911839 -0.58813912 2.2493804 2.8565698 2.8709003 3.9460264 6.0635715 6.1268355 7.182155 8.1581518 9.0065953 9.8703053
89 2.7987438  -60.611424 -34.854262 -34.535755 -34.479191 -14.134165 -13.043394 -5.5611502 -2.6697813 -2.6184634 -1.8846374 -1.345276 -0.81486353 -0.50642463 2.6936114 2.9769414 3.1022578 3.6216264 5.7037761 5.774873 6.8321843 7.7032521 8.3304341 9.6295879
90 2.8654105  -60.617794 -34.865847 -34.480952 -34.46593 -14.308214 -13.127163 -5.7590471 -2.3529059 -2.2595581 -2.0608804 -1.0187227 -0.87625068 -0.49384053 3.1454025 3.1763371 3.2855047 3.3740964 5.4838121 5.5334839 6.6179485 7.2058662 7.9599979 9.3718021
91 2.9320771  -60.620011 -34.869878 -34.461529 -34.461529 -14.367514 -13.155688 -5.8293283 -2.218226 -2.1229811 -2.122981 -0.9152067 -0.91520636 -0.49702922 3.2811514 3.2811518 3.3520068 3.3520069 5.4095508 5.4373954 6.5457664 6.9763717 7.8576599 9.188335
92 2.9987438  -60.617794 -34.865847 -34.480952 -34.46593 -14.308214 -13.127163 -5.7590471 -2.3529059 -2.2595581 -2.0608804 -1.0187227 -0.87625068 -0.49384053 3.1454025 3.1763371 3.2855047 3.3740964 5.4838121 5.5334839 6.6179485 7.2058662 7.9599979 9.3718021
