            -60.9685         3.00846e-06         3.00846e-06
            -60.9585         6.32865e-06         9.33711e-06
            -60.9485         1.30568e-05         2.23939e-05
            -60.9385         2.64204e-05         4.88143e-05
            -60.9285         5.24378e-05         0.000101252
            -60.9185         0.000102088          0.00020334
            -60.9085         0.000194962         0.000398301
            -60.8985         0.000365256         0.000763558
            -60.8885         0.000671341           0.0014349
            -60.8785          0.00121063          0.00264553
            -60.8685          0.00214207           0.0047876
            -60.8585          0.00371904          0.00850664
            -60.8485          0.00633627           0.0148429
            -60.8385           0.0105942           0.0254371
            -60.8285           0.0173846           0.0428218
            -60.8185           0.0279995           0.0708212
            -60.8085           0.0442638            0.115085
            -60.7985           0.0686894            0.183774
            -60.7885             0.10464            0.288414
            -60.7785            0.156494            0.444908
            -60.7685            0.229779            0.674687
            -60.7585            0.331254             1.00594
            -60.7485            0.468885             1.47483
            -60.7385            0.651696             2.12652
            -60.7285             0.88943             3.01595
            -60.7185             1.19201             4.20796
            -60.7085             1.56876             5.77672
            -60.6985             2.02746             7.80418
            -60.6885             2.57318             10.3774
            -60.6785             3.20708             13.5844
            -60.6685             3.92529             17.5097
            -60.6585             4.71791             22.2276
            -60.6485             5.56847             27.7961
            -60.6385             6.45387               34.25
            -60.6285             7.34496             41.5949
            -60.6185             8.20783             49.8028
            -60.6085             9.00573             58.8085
            -60.5985             9.70156             68.5101
            -60.5885             10.2606             78.7707
            -60.5785             10.6535             89.4242
            -60.5685             10.8586             100.283
            -60.5585             10.8641             111.147
            -60.5485              10.669             121.816
            -60.5385             10.2834             132.099
            -60.5285             9.72762             141.827
            -60.5185             9.03036             150.857
            -60.5085             8.22632             159.084
            -60.4985             7.35328             166.437
            -60.4885             6.44918             172.886
            -60.4785             5.54945             178.436
            -60.4685             4.68481              183.12
            -60.4585             3.87976                 187
            -60.4485             3.15185             190.152
            -60.4385              2.5116             192.664
            -60.4285             1.96307             194.627
            -60.4185             1.50488             196.132
            -60.4085             1.13143             197.263
            -60.3985            0.834246             198.097
            -60.3885            0.603227               198.7
            -60.3785            0.427732             199.128
            -60.3685            0.297405             199.426
            -60.3585            0.202766             199.628
            -60.3485             0.13555             199.764
            -60.3385           0.0888469             199.853
            -60.3285            0.057097              199.91
            -60.3185           0.0359748             199.946
            -60.3085           0.0222222             199.968
            -60.2985           0.0134575             199.982
            -60.2885          0.00798957             199.989
            -60.2785          0.00464999             199.994
            -60.2685          0.00265302             199.997
            -60.2585          0.00148382             199.998
            -60.2485         0.000813511             199.999
            -60.2385         0.000437201                 200
            -60.2285         0.000230317                 200
            -60.2185          0.00011893                 200
            -60.2085         6.01961e-05                 200
            -60.1985         2.98644e-05                 200
            -60.1885         1.45224e-05                 200
            -60.1785         6.92183e-06                 200
            -60.1685         3.23364e-06                 200
            -60.1585         1.48063e-06                 200
            -60.1485         6.64482e-07                 200
            -60.1385         2.92277e-07                 200
            -60.1285         1.26002e-07                 200
            -60.1185         5.32386e-08                 200
            -60.1085         2.20465e-08                 200
            -60.0985         8.94771e-09                 200
            -60.0885          3.5591e-09                 200
            -60.0785         1.38746e-09                 200
            -60.0685         5.30093e-10                 200
            -60.0585         1.98486e-10                 200
            -60.0485         7.28366e-11                 200
            -60.0385         2.61946e-11                 200
            -60.0285         9.23233e-12                 200
            -60.0185         3.18895e-12                 200
            -60.0085         1.07948e-12                 200
            -59.9985          3.5811e-13                 200
            -59.9885         1.16425e-13                 200
            -59.9785         3.70938e-14                 200
            -59.9685         1.15819e-14                 200
            -59.9585         3.54393e-15                 200
            -59.9485          1.0627e-15                 200
            -59.9385         3.12285e-16                 200
            -59.9285         8.99316e-17                 200
            -59.9185         2.53798e-17                 200
            -59.9085         7.01905e-18                 200
            -59.8985         1.90231e-18                 200
            -59.8885         5.05236e-19                 200
            -59.8785         1.31498e-19                 200
            -59.8685         3.35389e-20                 200
            -59.8585         8.38275e-21                 200
            -59.8485         2.05319e-21                 200
            -59.8385         4.92807e-22                 200
            -59.8285         1.15912e-22                 200
            -59.8185         2.67164e-23                 200
            -59.8085         6.03435e-24                 200
            -59.7985         1.33562e-24                 200
            -59.7885         2.89688e-25                 200
            -59.7785         6.15712e-26                 200
            -59.7685         1.28239e-26                 200
            -59.7585         2.61732e-27                 200
            -59.7485         5.23466e-28                 200
            -59.7385         1.02592e-28                 200
            -59.7285         1.97028e-29                 200
            -59.7185         3.70796e-30                 200
            -59.7085         6.83805e-31                 200
            -59.6985         1.23572e-31                 200
            -59.6885         2.18823e-32                 200
            -59.6785         3.79713e-33                 200
            -59.6685          6.4566e-34                 200
            -59.6585         1.07582e-34                 200
            -59.6485         1.75654e-35                 200
            -59.6385         2.81035e-36                 200
            -59.6285         4.40602e-37                 200
            -59.6185         6.76886e-38                 200
            -59.6085         1.01898e-38                 200
            -59.5985         1.50314e-39                 200
            -59.5885         2.17275e-40                 200
            -59.5785         3.07753e-41                 200
            -59.5685         4.27143e-42                 200
            -59.5585         5.80928e-43                 200
            -59.5485         7.74191e-44                 200
            -59.5385           1.011e-44                 200
            -59.5285         1.29369e-45                 200
            -59.5185         1.62213e-46                 200
            -59.5085         1.99304e-47                 200
            -59.4985          2.3995e-48                 200
            -59.4885         2.83073e-49                 200
            -59.4785         3.27227e-50                 200
            -59.4685         3.70657e-51                 200
            -59.4585         4.11403e-52                 200
            -59.4485         4.47439e-53                 200
            -59.4385         4.76838e-54                 200
            -59.4285         4.97942e-55                 200
            -59.4185         5.09513e-56                 200
            -59.4085         5.10859e-57                 200
            -59.3985         5.01898e-58                 200
            -59.3885         4.83168e-59                 200
            -59.3785         4.55773e-60                 200
            -59.3685         4.21275e-61                 200
            -59.3585         3.81548e-62                 200
            -59.3485         3.38609e-63                 200
            -59.3385         2.94451e-64                 200
            -59.3285         2.50896e-65                 200
            -59.3185         2.09477e-66                 200
            -59.3085         1.71374e-67                 200
            -59.2985         1.37378e-68                 200
            -59.2885         1.07908e-69                 200
            -59.2785         8.30521e-71                 200
            -59.2685         6.26341e-72                 200
            -59.2585         4.62842e-73                 200
            -59.2485         3.35132e-74                 200
            -59.2385         2.37772e-75                 200
            -59.2285         1.65297e-76                 200
            -59.2185         1.12598e-77                 200
            -59.2085         7.51543e-79                 200
            -59.1985         4.91516e-80                 200
            -59.1885         3.14978e-81                 200
            -59.1785          1.9778e-82                 200
            -59.1685         1.21686e-83                 200
            -59.1585           7.336e-85                 200
            -59.1485         4.33346e-86                 200
            -59.1385         2.50822e-87                 200
            -59.1285         1.42251e-88                 200
            -59.1185         7.90497e-90                 200
            -59.1085         4.30429e-91                 200
            -59.0985         2.29646e-92                 200
            -59.0885         1.20052e-93                 200
            -59.0785         6.14947e-95                 200
            -59.0685         3.08645e-96                 200
